X	Y	Z	Ni(%)			
2084.25	397	28.51	0.511
2084.25	397	27.51	0.483
2108.5	494	54.96	0.425
2108.5	494	53.96	0.506
2108.5	494	52.96	0.581
2108.5	494	51.96	0.526
2108.5	494	50.96	0.436
2108.5	494	49.96	0.384
2108.5	494	48.96	0.547
2108.5	494	47.96	0.386
2108.5	494	46.96	0.33
2108.5	494	45.96	0.461
2108.5	494	44.96	0.316
2108.5	494	43.96	0.35
2108.5	494	42.96	0.355
2108.5	494	41.96	0.299
2108.5	494	40.96	0.421
2108.5	494	39.96	0.45
2108.5	494	38.96	0.337
2108.5	494	37.96	0.39
2108.5	494	36.96	0.305
2108.5	494	35.96	0.326
2108.5	494	34.96	0.397
2108.5	494	33.96	0.248
2108.5	494	32.96	0.515
2108.5	494	31.96	0.364
2108.5	494	30.96	0.314
2108.5	494	29.96	0.61
2108.5	494	28.96	0.369
2108.5	494	27.96	0.285
2108.5	494	23.96	0.258
2108.5	494	22.96	0.34
2108.5	494	21.96	0.281
2108.5	494	20.96	0.274
2108.5	494	19.96	0.807
2108.5	494	18.96	0.716
2108.5	494	17.96	0.561
2108.5	494	16.96	0.754
1982.69	454	18.71	0.998
1995.81	505	36.69	0.465
1995.81	505	35.69	0.243
1995.81	505	34.69	0.266
1995.81	505	33.69	0.286
1995.81	505	32.69	0.563
1995.81	505	31.69	0.942
1995.81	505	30.69	0.673
1995.81	505	29.69	0.562
1995.81	505	28.69	0.807
1995.81	505	27.69	1.265
1995.81	505	26.69	1.185
1995.81	505	25.69	1.11
1995.81	505	24.69	1.285
1995.81	505	23.69	0.991
1995.81	505	22.69	0.683
1995.81	505	21.69	0.717
1995.81	505	20.69	1.31
1995.81	505	19.69	1.08
1995.81	505	18.69	0.454
1995.81	505	17.69	0.539
1995.81	505	16.69	0.878
1995.81	505	15.69	1.065
2074.81	297	18.97	0.608
2074.81	297	17.97	0.785
2074.81	297	16.97	1.055
2074.81	297	15.97	1.12
1990.94	554	18.89	0.592
1990.94	554	17.89	0.705
1990.94	554	16.89	0.524
1990.94	554	15.89	0.544
2047.19	551	22.63	0.492
2047.19	551	21.63	0.502
2047.19	551	20.63	0.539
2047.19	551	19.63	0.441
2047.19	551	18.63	0.468
2047.19	551	17.63	0.694
2230.19	685	20.26	0.982
2230.19	685	19.26	0.936
2055.88	649	61.31	0.937
2055.88	649	60.31	0.517
2055.88	649	59.31	0.437
2055.88	649	58.31	0.538
2055.88	649	57.31	0.425
2055.88	649	33.31	0.877
2055.88	649	32.31	0.44
2055.88	649	31.31	0.903
2055.88	649	30.31	0.594
2055.88	649	29.31	0.482
2055.88	649	28.31	0.373
2055.88	649	27.31	0.477
2055.88	649	26.31	0.443
2055.88	649	25.31	0.476
2055.88	649	24.31	0.329
2055.88	649	23.31	0.609
2055.88	649	22.31	1.09
2055.88	649	21.31	0.985
2055.88	649	20.31	0.755
2055.88	649	19.31	0.639
2055.88	649	18.31	0.581
2055.88	649	17.31	1.125
2237.75	736	27.9	0.969
2237.75	736	26.9	0.556
2237.75	736	25.9	0.66
2237.75	736	24.9	0.634
2237.75	736	23.9	1.065
2237.75	736	22.9	1.02
2161.44	640	26.67	0.746
2161.44	640	25.67	0.905
2161.44	640	24.67	2.06
2161.44	640	23.67	1.53
2161.44	640	22.67	1.79
2161.44	640	21.67	2.17
2161.44	640	20.67	1.155
2161.44	640	19.67	1.38
2161.44	640	18.67	2.17
2161.44	640	17.67	1.19
2161.44	640	16.67	1.34
2161.44	640	15.67	1.28
2161.44	640	14.67	1.27
2073.56	749	62.17	0.382
2073.56	749	61.17	0.325
2073.56	749	28.17	1.14
2073.56	749	27.17	0.498
2073.56	749	26.17	0.544
2073.56	749	25.17	0.92
1997.06	603	87.1	0.493
1997.06	603	86.1	0.781
1997.06	603	85.1	0.863
1997.06	603	79.1	0.519
1997.06	603	78.1	0.428
1997.06	603	77.1	0.612
1997.06	603	76.1	0.528
1997.06	603	75.1	0.583
1997.06	603	74.1	0.68
1997.06	603	73.1	0.336
1997.06	603	72.1	0.418
1997.06	603	71.1	0.565
1997.06	603	70.1	0.732
1997.06	603	69.1	0.449
1997.06	603	68.1	0.281
1997.06	603	67.1	0.272
1997.06	603	66.1	0.296
1997.06	603	65.1	0.28
1997.06	603	64.1	0.233
1997.06	603	63.1	0.512
1997.06	603	62.1	0.344
1997.06	603	61.1	0.407
1997.06	603	60.1	0.318
1997.06	603	59.1	0.545
1997.06	603	31.1	0.548
1997.06	603	30.1	0.612
1997.06	603	29.1	0.637
1997.06	603	28.1	0.786
1997.06	603	27.1	0.704
1997.06	603	26.1	0.435
1997.06	603	25.1	0.594
1997.06	603	24.1	0.815
1997.06	603	23.1	0.833
1997.06	603	22.1	0.752
1997.06	603	21.1	0.766
1997.06	603	20.1	0.794
1997.06	603	19.1	0.782
1997.06	603	18.1	0.839
2131.06	793	79.5	0.505
2131.06	793	78.5	0.494
2131.06	793	77.5	0.499
2131.06	793	76.5	0.466
2131.06	793	75.5	0.415
2131.06	793	74.5	0.34
2131.06	793	73.5	0.263
2131.06	793	72.5	0.46
2131.06	793	71.5	0.491
2131.06	793	70.5	0.442
2131.06	793	69.5	0.506
2131.06	793	68.5	0.427
2131.06	793	67.5	0.54
2131.06	793	66.5	0.447
2131.06	793	65.5	0.555
2131.06	793	64.5	0.554
2131.06	793	63.5	0.68
2131.06	793	62.5	0.613
2131.06	793	61.5	0.476
2131.06	793	60.5	0.631
2131.06	793	59.5	0.469
2131.06	793	58.5	0.391
2131.06	793	57.5	0.451
2131.06	793	56.5	0.461
2131.06	793	55.5	0.5
2131.06	793	54.5	0.354
2131.06	793	53.5	0.38
2131.06	793	52.5	0.518
2131.06	793	44.5	1.435
2131.06	793	43.5	0.867
2131.06	793	42.5	1.01
2131.06	793	41.5	0.444
2131.06	793	40.5	0.928
2131.06	793	39.5	1.27
2131.06	793	38.5	0.806
2131.06	793	37.5	0.506
2131.06	793	36.5	0.215
2131.06	793	35.5	1.64
2131.06	793	34.5	2.06
2131.06	793	33.5	0.84
2131.06	793	32.5	2.72
2131.06	793	31.5	1.35
2131.06	793	30.5	2.62
2131.06	793	29.5	1.98
2131.06	793	28.5	1.12
2131.06	793	27.5	0.891
2131.06	793	26.5	0.465
2131.06	793	25.5	0.412
2131.06	793	24.5	0.609
2131.06	793	23.5	0.316
2131.06	793	22.5	0.402
2131.06	793	21.5	0.605
2131.06	793	20.5	0.534
2131.06	793	19.5	0.444
2131.06	793	18.5	0.743
2131.06	793	17.5	0.574
2131.06	793	16.5	1.015
2131.06	793	15.5	0.912
2180.94	741	16.82	0.934
2180.94	741	15.82	1.335
2180.94	741	14.82	0.656
2180.94	741	13.82	1.17
2076.56	849	78.75	0.398
2076.56	849	77.75	0.356
2076.56	849	76.75	0.511
2076.56	849	75.75	0.421
2076.56	849	74.75	0.332
2076.56	849	73.75	0.344
2076.56	849	72.75	0.384
2076.56	849	71.75	0.394
2076.56	849	70.75	0.331
2076.56	849	31.75	0.649
2076.56	849	30.75	0.718
2076.56	849	29.75	0.689
2076.56	849	28.75	0.719
2076.56	849	27.75	0.717
2076.56	849	26.75	0.72
2076.56	849	25.75	0.702
2076.56	849	24.75	0.621
2076.56	849	23.75	0.484
2076.56	849	22.75	0.64
2076.56	849	21.75	0.72
2076.56	849	20.75	0.552
2076.56	849	19.75	0.748
2076.56	849	18.75	0.639
2076.56	849	17.75	0.489
2076.56	849	16.75	0.664
2006.31	653	75.49	0.398
2006.31	653	74.49	0.394
2006.31	653	73.49	0.521
2006.31	653	72.49	0.311
2006.31	653	71.49	0.283
2006.31	653	70.49	0.483
2006.31	653	69.49	0.475
2006.31	653	68.49	0.554
2006.31	653	67.49	0.494
2006.31	653	66.49	0.602
2006.31	653	65.49	0.658
2006.31	653	64.49	0.436
2006.31	653	63.49	0.292
2006.31	653	62.49	0.441
2006.31	653	61.49	0.514
2006.31	653	60.49	0.379
2006.31	653	59.49	0.386
2006.31	653	58.49	0.44
2006.31	653	57.49	0.444
2006.31	653	56.49	0.596
2006.31	653	53.49	1.11
2006.31	653	52.49	0.423
2006.31	653	51.49	0.322
2006.31	653	50.49	0.423
2006.31	653	49.49	0.417
2006.31	653	48.49	0.421
2006.31	653	47.49	0.352
2006.31	653	46.49	1.015
2006.31	653	45.49	0.737
2006.31	653	44.49	1.165
2006.31	653	43.49	0.392
2006.31	653	42.49	1.8
2006.31	653	41.49	1.595
2006.31	653	40.49	1.44
2006.31	653	39.49	1.46
2006.31	653	38.49	2.02
2006.31	653	37.49	1.635
2006.31	653	36.49	1.46
2006.31	653	35.49	1.975
2006.31	653	34.49	1.435
2006.31	653	33.49	1.935
2006.31	653	32.49	2.05
2006.31	653	31.49	1.395
2006.31	653	30.49	0.979
2006.31	653	29.49	0.992
2006.31	653	28.49	0.649
2006.31	653	27.49	0.616
2006.31	653	26.49	0.499
2006.31	653	25.49	0.505
2006.31	653	24.49	1
2006.31	653	23.49	2.88
2006.31	653	22.49	2.05
2006.31	653	21.49	1.375
2006.31	653	20.49	1.495
2006.31	653	19.49	2.07
2006.31	653	18.49	1.68
2006.31	653	17.49	1.285
2006.31	653	16.49	1.25
2006.31	653	15.49	1.51
2026.69	853	74.51	0.355
2026.69	853	73.51	0.356
2026.69	853	72.51	0.353
2026.69	853	71.51	0.464
2026.69	853	70.51	0.483
2026.69	853	69.51	0.44
2026.69	853	68.51	0.386
2026.69	853	67.51	0.39
2026.69	853	66.51	0.323
2026.69	853	55.51	0.352
2026.69	853	54.51	0.496
2026.69	853	53.51	0.352
2026.69	853	52.51	0.385
2026.69	853	51.51	0.332
2026.69	853	50.51	0.206
2026.69	853	36.51	0.522
2026.69	853	35.51	0.647
2026.69	853	34.51	0.584
2026.69	853	33.51	0.624
2026.69	853	32.51	0.752
2026.69	853	31.51	0.64
2026.69	853	30.51	0.467
2026.69	853	29.51	0.478
2026.69	853	28.51	0.316
2026.69	853	27.51	0.373
2026.69	853	26.51	0.505
2026.69	853	25.51	0.4
2026.69	853	24.51	0.43
2026.69	853	23.51	0.35
2026.69	853	22.51	0.348
2026.69	853	21.51	0.448
2026.69	853	20.51	0.362
2026.69	853	19.51	0.375
2026.69	853	18.51	0.339
2026.69	853	17.51	0.391
2026.69	853	16.51	0.535
1928.5	862	80.67	0.429
1928.5	862	79.67	0.391
1928.5	862	78.67	0.338
1928.5	862	77.67	0.177
1928.5	862	76.67	0.121
1928.5	862	75.67	0.205
1928.5	862	74.67	0.575
1928.5	862	73.67	0.598
1928.5	862	72.67	0.526
1928.5	862	71.67	0.656
1928.5	862	70.67	0.228
1928.5	862	69.67	0.433
1928.5	862	68.67	0.488
1928.5	862	67.67	0.341
1928.5	862	66.67	0.32
1928.5	862	65.67	0.326
1928.5	862	64.67	0.326
1928.5	862	63.67	0.37
1928.5	862	62.67	0.324
1928.5	862	61.67	0.277
1928.5	862	60.67	0.262
1928.5	862	59.67	0.257
1928.5	862	58.67	0.241
1928.5	862	57.67	0.277
1928.5	862	56.67	0.27
1928.5	862	55.67	0.348
1928.5	862	54.67	0.341
1928.5	862	53.67	0.351
1928.5	862	52.67	0.318
1928.5	862	51.67	0.25
1928.5	862	50.67	0.184
1928.5	862	49.67	0.26
1928.5	862	48.67	0.252
1928.5	862	47.67	0.281
1928.5	862	46.67	0.252
1928.5	862	45.67	0.211
1928.5	862	44.67	0.2
1928.5	862	43.67	0.449
1928.5	862	42.67	0.252
1928.5	862	41.67	0.323
1928.5	862	40.67	0.316
1928.5	862	39.67	0.275
1928.5	862	38.67	0.253
1928.5	862	37.67	0.554
1928.5	862	36.67	0.369
1928.5	862	35.67	0.513
1928.5	862	34.67	0.433
1928.5	862	33.67	0.378
1928.5	862	32.67	0.668
1928.5	862	31.67	0.76
1928.5	862	30.67	0.563
1928.5	862	29.67	0.56
1928.5	862	28.67	0.298
1928.5	862	27.67	0.357
1928.5	862	26.67	0.282
1928.5	862	25.67	0.3
1928.5	862	24.67	0.387
1928.5	862	23.67	0.371
1928.5	862	22.67	0.371
1928.5	862	21.67	0.331
1928.5	862	20.67	0.413
1928.5	862	19.67	0.43
1928.5	862	18.67	0.344
1928.5	862	17.67	0.321
1928.5	862	16.67	0.272
1928.5	862	15.67	0.361
1928.5	862	14.67	0.804
2034.69	802	76.99	0.301
2034.69	802	75.99	0.3
2034.69	802	74.99	0.315
2034.69	802	73.99	0.314
2034.69	802	72.99	0.317
2034.69	802	71.99	0.309
2034.69	802	70.99	0.234
2034.69	802	69.99	0.264
2034.69	802	68.99	0.32
2034.69	802	67.99	0.237
2034.69	802	66.99	0.24
2034.69	802	65.99	0.381
2034.69	802	64.99	0.298
2034.69	802	63.99	0.373
2034.69	802	62.99	0.38
2034.69	802	61.99	0.278
2034.69	802	60.99	0.257
2034.69	802	59.99	0.307
2034.69	802	58.99	0.274
2034.69	802	57.99	0.278
2034.69	802	56.99	0.308
2034.69	802	43.99	0.295
2034.69	802	42.99	0.333
2034.69	802	41.99	0.527
2034.69	802	40.99	0.325
2034.69	802	39.99	0.261
2034.69	802	38.99	0.307
2034.69	802	37.99	0.377
2034.69	802	36.99	0.435
2034.69	802	35.99	0.438
2034.69	802	34.99	0.536
2034.69	802	33.99	0.786
2034.69	802	32.99	0.833
2034.69	802	31.99	0.877
2034.69	802	30.99	0.911
2034.69	802	29.99	0.774
2034.69	802	28.99	0.837
2034.69	802	27.99	0.52
2034.69	802	26.99	0.608
2034.69	802	25.99	0.537
2034.69	802	24.99	0.783
2034.69	802	18.99	0.911
2034.69	802	17.99	0.834
2034.69	802	16.99	0.862
1815.31	871	46.05	0.368
1815.31	871	45.05	0.345
1815.31	871	44.05	0.497
1815.31	871	43.05	0.316
1815.31	871	42.05	0.343
1815.31	871	41.05	0.29
1815.31	871	40.05	0.331
1815.31	871	39.05	0.352
1815.31	871	38.05	0.437
1815.31	871	37.05	0.363
1815.31	871	36.05	0.387
1815.31	871	29.05	0.37
1815.31	871	28.05	0.36
1815.31	871	27.05	0.366
1815.31	871	26.05	0.497
1815.31	871	25.05	0.16
1815.31	871	24.05	0.194
1815.31	871	23.05	0.417
1815.31	871	22.05	0.498
1976.5	859	80.68	0.386
1976.5	859	79.68	0.433
1976.5	859	78.68	0.682
1976.5	859	77.68	0.402
1976.5	859	76.68	0.291
1976.5	859	75.68	0.28
1976.5	859	74.68	0.413
1976.5	859	73.68	0.261
1976.5	859	61.68	0.308
1976.5	859	60.68	0.331
1976.5	859	59.68	0.308
1976.5	859	58.68	0.279
1976.5	859	48.68	0.281
1976.5	859	47.68	0.303
1976.5	859	46.68	0.371
1976.5	859	41.68	0.259
1976.5	859	40.68	0.285
1976.5	859	39.68	0.272
1976.5	859	38.68	0.276
1976.5	859	37.68	0.295
1976.5	859	36.68	0.299
1976.5	859	35.68	0.32
1976.5	859	34.68	0.295
1976.5	859	33.68	0.284
1976.5	859	32.68	0.274
1976.5	859	26.68	0.377
1976.5	859	25.68	0.718
1976.5	859	24.68	0.376
1976.5	859	23.68	0.279
1976.5	859	22.68	0.237
1976.5	859	21.68	0.21
1976.5	859	20.68	0.316
1976.5	859	19.68	0.406
1976.5	859	18.68	0.42
1976.5	859	17.68	0.692
1818.94	671	79.25	0.28
1818.94	671	78.25	0.266
1818.94	671	77.25	0.28
1818.94	671	76.25	0.333
1818.94	671	75.25	0.268
1818.94	671	74.25	0.298
1818.94	671	73.25	0.258
1818.94	671	72.25	0.243
1818.94	671	71.25	0.268
1818.94	671	70.25	0.327
1818.94	671	54.25	0.25
1818.94	671	53.25	0.279
1818.94	671	52.25	0.245
1818.94	671	51.25	0.335
1818.94	671	50.25	0.538
1788.19	621	33.7	0.441
1788.19	621	32.7	0.709
1788.19	621	31.7	0.509
1788.19	621	30.7	0.509
1788.19	621	29.7	0.551
1788.19	621	28.7	0.509
1788.19	621	27.7	0.57
1788.19	621	26.7	0.312
1788.19	621	25.7	0.385
1788.19	621	24.7	0.522
1788.19	621	23.7	0.532
1788.19	621	22.7	1.06
1788.19	621	21.7	0.918
1788.19	621	20.7	0.803
1717.88	779	49.35	0.269
1717.88	779	48.35	0.311
1717.88	779	47.35	0.375
1717.88	779	46.35	0.389
1717.88	779	45.35	0.383
1717.88	779	44.35	0.453
1717.88	779	43.35	0.43
1717.88	779	42.35	0.34
1717.88	779	41.35	0.301
1717.88	779	40.35	0.302
1717.88	779	39.35	0.302
1717.88	779	38.35	0.272
1717.88	779	37.35	0.383
1717.88	779	36.35	0.519
1717.88	779	35.35	0.518
1717.88	779	34.35	0.342
1717.88	779	33.35	0.333
1717.88	779	32.35	0.361
1717.88	779	31.35	0.472
1717.88	779	30.35	0.429
1717.88	779	29.35	0.552
1717.88	779	28.35	0.356
1717.88	779	27.35	0.355
1717.88	779	26.35	0.434
1717.88	779	25.35	0.386
1717.88	779	24.35	0.426
1717.88	779	23.35	0.448
1717.88	779	22.35	0.412
1717.88	779	21.35	0.796
1717.88	779	20.35	1.425
2037.5	702	25.3	0.59
2037.5	702	24.3	2.01
2037.5	702	23.3	1.44
2037.5	702	22.3	1.145
2037.5	702	21.3	0.934
2037.5	702	20.3	0.898
2037.5	702	19.3	0.855
2037.5	702	18.3	0.825
2137.63	694	43.55	0.517
2137.63	694	42.55	0.486
2137.63	694	41.55	0.522
2137.63	694	40.55	0.477
2137.63	694	39.55	0.479
2137.63	694	38.55	0.546
2137.63	694	37.55	0.34
2137.63	694	36.55	0.764
2137.63	694	35.55	0.37
2137.63	694	34.55	0.603
2137.63	694	33.55	0.552
2137.63	694	32.55	1.09
2137.63	694	31.55	0.682
2137.63	694	30.55	0.548
2137.63	694	29.55	0.522
2137.63	694	28.55	0.561
2137.63	694	27.55	0.567
2137.63	694	26.55	0.566
2137.63	694	25.55	0.706
2137.63	694	24.55	0.799
2137.63	694	23.55	0.746
2137.63	694	22.55	0.495
2137.63	694	21.55	0.494
2137.63	694	20.55	0.654
2137.63	694	19.55	0.503
1781	572	96.29	0.303
1781	572	95.29	0.271
1781	572	94.29	0.403
1781	572	93.29	0.353
1781	572	92.29	0.429
1781	572	68.29	0.323
1781	572	21.29	0.375
1781	572	20.29	0.379
1781	572	19.29	0.354
1781	572	18.29	0.259
1781	572	17.29	0.582
1781	572	16.29	0.675
1781	572	15.29	0.678
1781	572	14.29	1.355
1781	572	13.29	0.793
1781	572	12.29	1.32
2107.56	594	35.81	0.466
2107.56	594	34.81	0.601
2107.56	594	33.81	0.452
2107.56	594	32.81	0.541
2107.56	594	31.81	0.26
2107.56	594	30.81	0.308
2107.56	594	29.81	0.332
2107.56	594	28.81	0.28
2107.56	594	27.81	0.378
2107.56	594	26.81	0.392
2107.56	594	25.81	0.52
2107.56	594	24.81	0.83
2107.56	594	23.81	0.764
2107.56	594	22.81	0.701
2107.56	594	21.81	0.496
2107.56	594	20.81	0.828
2107.56	594	19.81	0.822
2107.56	594	18.81	0.771
2107.56	594	17.81	0.907
2107.56	594	16.81	0.644
2107.56	594	15.81	0.486
2107.56	594	14.81	0.709
2109.75	645	41.7	0.581
2109.75	645	40.7	0.653
2109.75	645	39.7	0.66
2109.75	645	38.7	0.626
2109.75	645	37.7	0.649
2109.75	645	36.7	0.777
2109.75	645	35.7	0.702
2109.75	645	34.7	0.722
2109.75	645	18.7	0.773
2109.75	645	17.7	0.755
2109.75	645	16.7	0.875
2109.75	645	15.7	0.897
2109.75	645	14.7	0.651
2109.75	645	13.7	0.717
2109.75	645	12.7	0.736
2109.75	645	11.7	1.28
2109.75	645	10.7	0.693
1786.06	521	63.23	0.422
1786.06	521	62.23	0.407
1786.06	521	61.23	0.389
1786.06	521	60.23	0.348
1786.06	521	59.23	0.219
1786.06	521	58.23	0.381
1786.06	521	57.23	0.36
1786.06	521	56.23	0.303
1786.06	521	37.23	0.287
1786.06	521	36.23	0.507
1786.06	521	35.23	0.577
1786.06	521	34.23	0.748
1786.06	521	33.23	0.687
1786.06	521	32.23	0.719
1786.06	521	31.23	0.527
1786.06	521	30.23	0.409
1786.06	521	29.23	0.339
1786.06	521	28.23	0.434
1786.06	521	27.23	0.382
1786.06	521	26.23	0.425
1786.06	521	25.23	0.366
1786.06	521	24.23	0.445
1786.06	521	23.23	0.725
1786.06	521	22.23	0.263
1786.06	521	21.23	0.118
1786.06	521	20.23	0.093
2024.19	756	71.64	0.5
2024.19	756	70.64	0.489
2024.19	756	69.64	0.354
2024.19	756	68.64	0.572
2024.19	756	57.64	0.313
2024.19	756	56.64	0.26
2024.19	756	55.64	0.313
2024.19	756	54.64	0.49
2024.19	756	53.64	0.353
2024.19	756	52.64	0.343
2024.19	756	51.64	0.371
2024.19	756	50.64	0.277
2024.19	756	49.64	0.273
2024.19	756	48.64	0.354
2024.19	756	47.64	0.355
2024.19	756	46.64	0.375
2024.19	756	45.64	0.507
2024.19	756	44.64	2.06
2024.19	756	43.64	0.762
2024.19	756	42.64	0.848
2024.19	756	41.64	0.74
2024.19	756	40.64	0.468
2024.19	756	39.64	0.49
2024.19	756	38.64	0.458
2024.19	756	37.64	0.473
2024.19	756	28.64	0.631
2024.19	756	27.64	2.71
2024.19	756	26.64	2.64
2024.19	756	25.64	1.33
2024.19	756	24.64	1.795
2024.19	756	23.64	1.71
2024.19	756	22.64	1.09
2024.19	756	21.64	1.655
2024.19	756	20.64	1.94
2024.19	756	19.64	2.34
2024.19	756	18.64	1.145
2024.19	756	17.64	1.18
2024.19	756	16.64	1.055
2024.19	756	15.64	0.799
2024.19	756	14.64	1.15
1787.25	472	84.45	0.277
1787.25	472	83.45	0.316
1787.25	472	82.45	0.284
1787.25	472	81.45	0.296
1787.25	472	80.45	0.295
1787.25	472	79.45	0.292
1787.25	472	78.45	0.274
1787.25	472	77.45	0.284
1787.25	472	76.45	0.275
1787.25	472	73.45	0.288
1787.25	472	72.45	0.286
1787.25	472	71.45	0.356
1787.25	472	70.45	0.333
1787.25	472	69.45	0.36
1787.25	472	68.45	0.481
1787.25	472	67.45	0.281
1787.25	472	66.45	0.308
1787.25	472	65.45	0.429
1787.25	472	64.45	0.453
1787.25	472	63.45	0.35
1787.25	472	62.45	0.422
1787.25	472	61.45	0.343
1787.25	472	42.45	0.296
1787.25	472	41.45	0.287
1787.25	472	40.45	0.435
1787.25	472	39.45	0.376
1787.25	472	38.45	0.381
1787.25	472	37.45	0.574
1787.25	472	36.45	0.357
1787.25	472	35.45	0.294
1787.25	472	34.45	0.315
1787.25	472	33.45	0.218
1787.25	472	32.45	0.295
1787.25	472	31.45	0.316
1787.25	472	30.45	0.238
1787.25	472	29.45	0.436
1787.25	472	28.45	0.812
1787.25	472	27.45	0.536
1787.25	472	26.45	0.349
1787.25	472	25.45	0.534
1787.25	472	24.45	1.355
1787.25	472	23.45	0.961
1787.25	472	22.45	0.533
1787.25	472	21.45	0.524
1787.25	472	20.45	0.534
1787.25	472	19.45	0.598
1787.25	472	18.45	0.594
1787.25	472	17.45	0.632
1776.31	775	78.24	0.311
1776.31	775	21.24	0.259
1776.31	775	20.24	0.29
1776.31	775	19.24	0.254
1776.31	775	18.24	0.492
1776.31	775	17.24	0.2
1776.31	775	16.24	0.202
1781.56	421	80.84	0.448
1781.56	421	79.84	0.312
1781.56	421	78.84	0.315
1781.56	421	77.84	0.48
1781.56	421	76.84	0.474
1781.56	421	75.84	0.583
1781.56	421	74.84	0.211
1781.56	421	73.84	0.392
1781.56	421	72.84	0.344
1781.56	421	71.84	0.84
1781.56	421	64.84	0.257
1707.19	834	60.02	0.331
1707.19	834	59.02	0.254
1707.19	834	58.02	0.148
1707.19	834	57.02	0.292
1707.19	834	56.02	0.362
1707.19	834	55.02	0.216
1707.19	834	54.02	0.271
1707.19	834	53.02	0.268
1707.19	834	52.02	0.255
1707.19	834	51.02	0.285
1707.19	834	50.02	0.263
1707.19	834	49.02	0.279
1707.19	834	31.02	0.368
1707.19	834	30.02	0.274
1707.19	834	29.02	0.296
1707.19	834	28.02	0.27
1707.19	834	27.02	0.264
1707.19	834	26.02	0.181
1707.19	834	25.02	0.196
1707.19	834	24.02	0.371
1707.19	834	23.02	0.276
1707.19	834	22.02	0.563
1707.19	834	21.02	0.282
1707.19	834	20.02	0.308
1707.19	834	19.02	0.485
1707.19	834	18.02	0.449
1707.19	834	17.02	0.268
1707.19	834	16.02	0.338
1707.19	834	15.02	0.685
1707.19	834	14.02	0.323
1707.19	834	13.02	0.258
1707.19	834	12.02	0.416
1707.19	834	11.02	0.576
1763.44	371	94.73	0.334
1763.44	371	93.73	0.345
1763.44	371	92.73	0.366
1763.44	371	91.73	0.331
1763.44	371	90.73	0.337
1763.44	371	89.73	0.27
1763.44	371	88.73	0.26
1763.44	371	87.73	0.308
1763.44	371	86.73	0.474
1763.44	371	85.73	0.203
1763.44	371	84.73	0.262
1763.44	371	83.73	0.524
1763.44	371	82.73	0.36
1763.44	371	81.73	0.361
1763.44	371	80.73	0.371
1763.44	371	79.73	0.368
1763.44	371	78.73	0.419
1763.44	371	77.73	0.394
1763.44	371	76.73	0.351
1763.44	371	75.73	0.394
1763.44	371	42.73	0.39
1763.44	371	41.73	0.668
1763.44	371	40.73	0.489
1763.44	371	39.73	0.752
1763.44	371	38.73	0.476
1763.44	371	37.73	0.752
1763.44	371	36.73	0.566
1763.44	371	35.73	0.711
1763.44	371	28.73	1.745
1763.44	371	27.73	1.7
1763.44	371	26.73	1.485
1763.44	371	25.73	1.62
1763.44	371	24.73	0.747
1763.44	371	23.73	0.84
1763.44	371	22.73	0.635
1763.44	371	21.73	0.686
1763.44	371	20.73	1.74
1763.44	371	19.73	1.99
1763.44	371	18.73	0.897
1763.44	371	17.73	0.3
1763.44	371	16.73	0.317
1763.44	371	15.73	0.479
1763.44	371	14.73	1
1763.44	371	13.73	0.752
1763.44	371	12.73	0.481
1763.44	371	11.73	0.591
1834.38	466	92.01	0.265
1834.38	466	91.01	0.272
1834.38	466	90.01	0.26
1834.38	466	89.01	0.266
1834.38	466	88.01	0.287
1834.38	466	87.01	0.296
1834.38	466	86.01	0.276
1834.38	466	85.01	0.251
1834.38	466	84.01	0.26
1834.38	466	83.01	0.257
1834.38	466	82.01	0.244
1834.38	466	81.01	0.21
1834.38	466	80.01	0.394
1834.38	466	79.01	0.348
1834.38	466	78.01	0.347
1834.38	466	77.01	0.263
1834.38	466	76.01	0.224
1834.38	466	75.01	0.217
1834.38	466	74.01	0.22
1834.38	466	73.01	0.249
1834.38	466	72.01	0.263
1834.38	466	71.01	0.253
1834.38	466	70.01	0.27
1834.38	466	69.01	0.456
1834.38	466	68.01	0.455
1834.38	466	67.01	0.269
1834.38	466	66.01	0.325
1834.38	466	65.01	0.325
1834.38	466	64.01	0.248
1834.38	466	63.01	0.553
1834.38	466	62.01	0.488
1834.38	466	61.01	0.385
1834.38	466	60.01	0.429
1834.38	466	18.01	0.887
1834.38	466	17.01	0.832
1834.38	466	16.01	0.649
1834.38	466	15.01	1.08
1834.38	466	14.01	1.555
1706.94	879	61.35	0.287
1706.94	879	60.35	0.328
1706.94	879	59.35	0.324
1706.94	879	58.35	0.399
1706.94	879	57.35	0.44
1706.94	879	56.35	0.448
1706.94	879	55.35	0.688
1706.94	879	54.35	0.553
1706.94	879	53.35	0.628
1706.94	879	52.35	0.499
1706.94	879	51.35	0.497
1706.94	879	50.35	0.474
1706.94	879	49.35	0.583
1706.94	879	48.35	0.592
1706.94	879	47.35	0.553
1706.94	879	46.35	0.401
1706.94	879	45.35	0.34
1706.94	879	44.35	0.389
1706.94	879	43.35	0.299
1706.94	879	42.35	0.305
1706.94	879	41.35	0.296
1706.94	879	40.35	0.392
1706.94	879	39.35	0.348
1706.94	879	38.35	0.394
1706.94	879	37.35	0.352
1706.94	879	36.35	0.327
1706.94	879	35.35	0.269
1706.94	879	34.35	0.3
1706.94	879	33.35	0.639
